chr1	900001	9500000	GAIN	chr1	2228695	2310119	SKI
chr1	900001	9500000	GAIN	chr1	2555639	2565382	TNFRSF14
chr1	900001	9500000	GAIN	chr1	6181269	6209389	RPL22
chr1	900001	9500000	GAIN	chr1	6785324	7769706	CAMTA1
chr1	900001	9500000	GAIN	chr1	3069168	3438621	PRDM16
chr1	10550001	26100000	GAIN	chr1	23557918	23559794	ID3
chr1	10550001	26100000	GAIN	chr1	15490832	15526534	CASP9
chr1	10550001	26100000	GAIN	chr1	11106535	11262507	MTOR
chr1	10550001	26100000	GAIN	chr1	13700198	13825079	PRDM2
chr1	10550001	26100000	GAIN	chr1	15847864	15940460	SPEN
chr1	10550001	26100000	GAIN	chr1	17539835	17697874	ARHGEF10L
chr1	10550001	26100000	GAIN	chr1	17018722	17054170	SDHB
chr1	10550001	26100000	GAIN	chr1	18631006	18748866	PAX7
chr1	10550001	26100000	GAIN	chr1	23581495	23640568	MDS2
chr1	26100001	29250000	HETD	chr1	26693236	26782110	ARID1A
chr1	31900001	32850000	HETD	chr1	32251239	32286165	LCK
chr1	34950001	36450000	HETD	chr1	35176378	35193148	SFPQ
chr1	34950001	36450000	HETD	chr1	36224416	36305357	THRAP3
chr1	36450001	38850000	GAIN	chr1	36466043	36483278	CSF3R
chr1	39600001	50400000	GAIN	chr1	39895426	39902256	MYCL
chr1	39600001	50400000	GAIN	chr1	43337849	43352772	MPL
chr1	39600001	50400000	GAIN	chr1	45329163	45340470	MUTYH
chr1	39600001	50400000	GAIN	chr1	46040140	46133036	PIK3R3
chr1	39600001	50400000	GAIN	chr1	47250139	47314147	STIL
chr1	39600001	50400000	GAIN	chr1	47216290	47232220	TAL1
chr1	74550001	91850000	GAIN	chr1	85266248	85277090	BCL10
chr1	74550001	91850000	GAIN	chr1	77944055	77979110	FUBP1
chr1	106400001	119950000	HETD	chr1	114704469	114716894	NRAS
chr1	106400001	119950000	HETD	chr1	110338506	110346681	RBM15
chr1	106400001	119950000	HETD	chr1	117605934	117628372	TENT5C
chr1	106400001	119950000	HETD	chr1	114392777	114511160	TRIM33
chr1	106400001	119950000	HETD	chr1	119911553	120069626	NOTCH2
chr1	106400001	119950000	HETD	chr1	116372668	116410261	ATP1A1
chr1	143650001	150100000	GAIN	chr1	147541412	147626216	BCL9
chr1	143650001	150100000	GAIN	chr1	148808181	149048286	PDE4DIP
chr1	150100001	151700000	HETD	chr1	150926263	150964744	SETDB1
chr1	150100001	151700000	HETD	chr1	151057758	151068497	MLLT11
chr1	150100001	151700000	HETD	chr1	150809705	150876768	ARNT
chr1	151700001	153600000	GAIN	chr1	153457744	153460701	S100A7
chr1	153600001	156350000	HETD	chr1	154155304	154194648	TPM3
chr1	153600001	156350000	HETD	chr1	156082573	156140089	LMNA
chr1	153600001	156350000	HETD	chr1	155185824	155192916	MUC1
chr1	156350001	184450000	GAIN	chr1	156815640	156881850	NTRK1
chr1	156350001	184450000	GAIN	chr1	157573749	157598080	FCRL4
chr1	156350001	184450000	GAIN	chr1	161663147	161678654	FCGR2B
chr1	156350001	184450000	GAIN	chr1	170662728	170739419	PRRX1
chr1	156350001	184450000	GAIN	chr1	156750610	156800817	PRCC
chr1	156350001	184450000	GAIN	chr1	161314257	161375340	SDHC
chr1	156350001	184450000	GAIN	chr1	162631373	162787400	DDR2
chr1	156350001	184450000	GAIN	chr1	179099327	179229684	ABL2
chr1	156350001	184450000	GAIN	chr1	164555584	164899296	PBX1
chr1	197200001	214250000	GAIN	chr1	202007945	202017188	ELF3
chr1	197200001	214250000	GAIN	chr1	203305491	203309602	BTG2
chr1	197200001	214250000	GAIN	chr1	204516379	204558120	MDM4
chr1	197200001	214250000	GAIN	chr1	205597556	205631962	ELK4
chr1	197200001	214250000	GAIN	chr1	205657851	205680459	SLC45A3
chr1	197200001	214250000	GAIN	chr1	198638457	198757476	PTPRC
chr1	218950001	234950000	GAIN	chr1	226061851	226072001	H3F3A
chr2	26450001	31900000	GAIN	chr2	29192774	29921566	ALK
chr2	31900001	32750000	HETD	chr2	32357028	32618899	BIRC6
chr2	65450001	76050000	GAIN	chr2	70087454	70089203	PCBP1
chr2	65450001	76050000	GAIN	chr2	74361154	74392087	DCTN1
chr2	83850001	113150000	GAIN	chr2	96248516	96265994	TMEM127
chr2	83850001	113150000	GAIN	chr2	108719481	108785811	RANBP2
chr2	83850001	113150000	GAIN	chr2	106391290	106468376	RGPD3
chr2	83850001	113150000	GAIN	chr2	99545419	100142739	AFF3
chr2	168350001	181850000	GAIN	chr2	176104216	176109754	HOXD11
chr2	168350001	181850000	GAIN	chr2	176092891	176095938	HOXD13
chr2	168350001	181850000	GAIN	chr2	177227595	177392697	NFE2L2
chr2	195250001	202200000	GAIN	chr2	201233443	201287711	CASP8
chr2	195250001	202200000	GAIN	chr2	197389784	197435091	SF3B1
chr2	203550001	205200000	GAIN	chr2	203706475	203738912	CD28
chr2	215650001	220200000	GAIN	chr2	218981087	218985657	FEV
chr2	236250001	242000000	GAIN	chr2	236567787	236582358	ACKR3
chr3	10350001	18550000	GAIN	chr3	12583601	12664226	RAF1
chr3	10350001	18550000	GAIN	chr3	12287368	12434356	PPARG
chr3	10350001	18550000	GAIN	chr3	14145147	14178783	XPC
chr3	10350001	18550000	GAIN	chr3	13549131	13638422	FBLN2
chr3	36100001	46900000	GAIN	chr3	36993332	37050918	MLH1
chr3	36100001	46900000	GAIN	chr3	41194741	41260096	CTNNB1
chr3	36100001	46900000	GAIN	chr3	38138478	38143022	MYD88
chr3	46900001	50100000	HETD	chr3	48673844	48686364	NCKIPSD
chr3	46900001	50100000	HETD	chr3	49359145	49412998	RHOA
chr3	46900001	50100000	HETD	chr3	47016429	47163967	SETD2
chr3	50100001	60650000	GAIN	chr3	52401013	52410350	BAP1
chr3	50100001	60650000	GAIN	chr3	52545352	52685917	PBRM1
chr3	50100001	60650000	GAIN	chr3	53328963	53813733	CACNA1D
chr3	50100001	60650000	GAIN	chr3	59749310	61251459	FHIT
chr3	120150001	136100000	GAIN	chr3	128479427	128493185	GATA2
chr3	120150001	136100000	GAIN	chr3	128619970	128681075	RPN1
chr3	120150001	136100000	GAIN	chr3	129169484	129183922	CNBP
chr3	120150001	136100000	GAIN	chr3	121431427	121546641	POLQ
chr3	136150001	136950000	HETD	chr3	136336233	136752403	STAG1
chr3	137050001	144750000	GAIN	chr3	138944224	138947140	FOXL2
chr3	137050001	144750000	GAIN	chr3	138652699	138834938	PIK3CB
chr3	137050001	144750000	GAIN	chr3	142449235	142578826	ATR
chr3	150000001	162050000	GAIN	chr3	155870536	155944026	GMPS
chr3	150000001	162050000	GAIN	chr3	158571163	158607252	MLF1
chr3	186050001	189800000	GAIN	chr3	186783205	186789900	EIF4A2
chr3	186050001	189800000	GAIN	chr3	186046308	186110318	ETV5
chr3	186050001	189800000	GAIN	chr3	187721377	187745727	BCL6
chr3	186050001	189800000	GAIN	chr3	188153284	188890671	LPP
chr3	186050001	189800000	GAIN	chr3	189631416	189897279	TP63
chr4	38650001	40700000	HETD	chr4	40056826	40158252	N4BP2
chr4	38650001	40700000	HETD	chr4	40191053	40246967	RHOH
chr4	186550001	189850000	HETD	chr4	186587783	186726722	FAT1
chr5	100001	2500000	HLAMP3	chr5	218241	256700	SDHA
chr5	100001	2500000	HLAMP3	chr5	1253147	1295069	TERT
chr5	4800001	16550000	HLAMP3	chr5	10971840	11904043	CTNND2
chr5	16550001	30000000	HLAMP2	chr5	24487100	24644978	CDH10
chr5	30000001	181250000	HLAMP3	chr5	32124704	32174350	GOLPH3
chr5	30000001	181250000	HLAMP3	chr5	32531633	32604079	SUB1
chr5	30000001	181250000	HLAMP3	chr5	35852695	35879603	IL7R
chr5	30000001	181250000	HLAMP3	chr5	69369293	69414801	RAD17
chr5	30000001	181250000	HLAMP3	chr5	150113837	150155872	PDGFRB
chr5	30000001	181250000	HLAMP3	chr5	150401637	150412929	CD74
chr5	30000001	181250000	HLAMP3	chr5	160061801	160119423	PWWP2A
chr5	30000001	181250000	HLAMP3	chr5	171387116	171411137	NPM1
chr5	30000001	181250000	HLAMP3	chr5	177086886	177098144	FGFR4
chr5	30000001	181250000	HLAMP3	chr5	38474963	38608354	LIFR
chr5	30000001	181250000	HLAMP3	chr5	38937919	39074408	RICTOR
chr5	30000001	181250000	HLAMP3	chr5	55935095	55994993	IL6ST
chr5	30000001	181250000	HLAMP3	chr5	56815574	56896152	MAP3K1
chr5	30000001	181250000	HLAMP3	chr5	68215720	68301821	PIK3R1
chr5	30000001	181250000	HLAMP3	chr5	87267888	87391931	RASA1
chr5	30000001	181250000	HLAMP3	chr5	112707498	112846239	APC
chr5	30000001	181250000	HLAMP3	chr5	131949973	132012243	ACSL6
chr5	30000001	181250000	HLAMP3	chr5	132875379	132963634	AFF4
chr5	30000001	181250000	HLAMP3	chr5	132556019	132646344	RAD50
chr5	30000001	181250000	HLAMP3	chr5	138610967	138935034	CTNNA1
chr5	30000001	181250000	HLAMP3	chr5	142770377	143229011	ARHGAP26
